yorum, puan
"https://www.youtube.com/watch?v=hdlw8g_yl34olayı putin ' in bakış açısıyla da değerlendirmek için yukarıdaki konuşmasının çevirisinin okunmasını tavsiye ettiğim lider.---spoiler---muttefik olarak gordugumuz bir ulkeden boyle bir darbe alacagımız aklımıza gelmemisti . ucaklarımız sınırdan 5-6 km uzakta ve kesinlikle savunmasız bir sekilde gorevlerini yapmaktaydı . eger aklımızda boyle bir saldırı olabilecegi fikri olsaydı ilk olarak ucaklarımızı olası saldırılardan koruyan bir sistemiz vardı . onu devreye sokmus olurduk . ikinci olarak bu tip saldırılar soz konusu oldugunda ateslenen roketi yok eden bir sistemimiz daha var . uzmanlarımız bunların onune nasıl gecilecegini cok iyi biliyor ama biz bu konuda hicbir sey yapmadık . bir kez daha tekrarlıyorum cunku biz turkiyeyi dost hukumet olarak goruyorduk . bu yuzden turk tarafından hicbir saldırı beklemiyorduk . bu olayı ihanet olarak gormemin sebebi budursimdi boylesi seylerin olabilecegini biliyoruz . olen insanlarımız var . s400 sistemini kurma kararı aldık . bu sistem oldukca uzak mesafelere ulasabiliyor ve bu yuzden dunyadaki en etkili sistemlerden biri . bununla sınırla kalmayacagız . eger ucaklarımızı ve insanlarımızı korumamız gerekirse alacagımız daha farklı onlemler de var . cunku su andan itibaren olabilecekleri ongorebiliyoruz .bilgilendirme konusunda hickimseyi kandırmadık . ortak calısmamızın sonucları ve yasanan son durum yuzunden oldukca rahatsızızoperasyon oncesinde amerikan kuvvetlerini bilgilendirdik . ne zaman ve nerede pilotlarımızın ne yapacagını biliyorlardı . dolayısıyla turkiyenin de katıldıgı ve amerikanın liderlik ettigi pakt da calısmalarımız hakkında onceden bilgi sahibiydi . ve tam da bu zamanda ve bu sartlarda boylesine bir darbe aldık . simdi sizlere soruyorum biz bu bilgilere neden amerikanlarla paylastık . amerikanlar muttefiklerinin ne yaptıgını kontrol etmiyor mu . bu bilgileri saga sola mı dagıtıyorlar yoksa (hamas ı ornek veriyor )---spoiler---" ,3
"herif bir oligarsinin basinda. dunyanin en büyük mafyasinin lideri. çürümüş bir sistemin yürütücüsü. bir de erdogan'a laflar soylemez mi insan haklari hususunda gulesin geliyor. hicbir farklari yok. rusya'nin bu ve benzerlerinden kurtulmasi uzun zaman alacak, ama bittiginde hersey cok daha guzel olacak. tipki devre arasi 60 sene suren devrimimizi tamamladigimizda olacagi gibi.evet humanistler, evet insan haklari savunuculari, ne oldu da birden putinci oldunuz? adam iskenceci, adam escinsel dusmani, adam 3 yilda bir bir ulkeyi isgal ediyor. kendinize gelin yahu.",1
"putinciler beri gelin de bişey diyeyim",3
"usulca ve planlayarak uluslararsı arenada türkiye'yi terör destekleyicisi ve (haklı olsa da) haksız duruma düşüren devlet adamı. durumun bu adamı sevip sevmemekle ilgisi yok. göte göt demek şart ve bu adam rusya'nın ulusal çıkarları çerçevesinde ülkemizle kedinin fareyle oynadığı gibi oynuyor ve salt kınamak yerine, teker teker yaptırımlar uyguluyor. yabancıların ülkemiz hakkında bu konuyla ilgili ne düşündüklerine bakarsanız üzerimizdeki desteğin yavaş yavaş azaldığını göreceksiniz. ne yazık ki putin oynadığı oyunda çok deneyimli ve iyi. sonuç olarak da üzerimizdeki nefret haksız da olsa giderek büyüyor. mit tırları, silahlar, gözaltına alınan gazeteciler vs. hiçbir şeyden ders almadığımızın en iyi göstergesi, gerek halk gerekse yönetim kademesi olarak.",4
"""sscb'yi yeniden kurmaya çalışanın aklı, sscb'nin yıkılışına üzülmeyenin kalbi yoktur."" sözünün sahibi, kgb tarafından yetiştirilen rus lider. nam-ı diğernato'ya kafa tutan adam.",3
"bitik rusya'yı ayağa kaldırdı diye dehasına hayran olduğum,son zamanlardaki tutarsızlığıyla ağzının içine tükürmek istediğim rus lideri",2
"düne kadar tayyip e delikanlı dedi diye öven aktrollerin şimdiki yeni düşmanı olan başkan klavye başından sallamak kolay değilmi sünepe trol hadi göğüsü aça aça moskova'ya doğru yürü bakalım arkadan okçuların gelir",3
"sözlükte rus uçağı vurulmadan önce atatürk' e ne kadar hakaret eden ak it varsa hepsini bir anda atatürkçü yapmış rus lider. çanakkale zaferini şehitlerin ruhlarıyla kazandığımızı iddia edenler şimdi bir anda istiklal savaşından bahsetmeye başlamışlar burda..yalnız şunu belirteyim kurtuluş savaşında şu anda birçok akp'li vekil ve bürokratın dedeleri ingilizlere ve yunanlı subaylara yaltaklanıyordu. ama neyse putin korkusuna da olsa bir an osmanlı'yı, yeni türkiye'yi unutup türkiye cumhuriyeti ve onun ebedi liderini hatırlamışlar...",3
"rusya ile gögüs göğüse muharebe savaşma hayali kuran yurdum milliyetci, islamcı ve ulusalcılarının gözlerinin icine baka baka bağımsız bir kürdistan devletinin kurulmasına önayak olarak düsen ucağının intikamını alacak rus lider.iett söförünü lider yaparsanız daha cok şeyler gelecek başınıza.imza: sankt petersburg'da yaşayan bir türk.",3
"kendisini desteklemeyen türklerin akp'ci olarak eleştirildiği rusya başkanı.2 gram aklınızla önünüze geleni yaftalamaktan bi bıkmadınız aq. biri çıkar bana gezi olaylarında küfrettiniz, beni zerre sevmiyorsunuz der, öteki çıkar bana vatan haini dediniz tribi atar, beri ki de siz şöyle yaptınız böyle yaptınız, herkesin anasını siktiniz der.o yazdıklarımdan ak partili olduğumu nereden çıkardın? ırak-amerikan ayrımından mı? milli birlik dedim diye mi? bi skim bilmeden cahil cahil yorum yapmanız yok mu, en çok buna üzülüyorum. cümle içinde milli birlik dedim diye ben yobaz, gerici, ak partili, ülkeyi skip atan, sen karşı çıkınca liberal, özgürlükçü, demokrat mı oldun?kimse size hükümeti eleştirmeyin, her yaptığını takdir edin demiyor raad olun gençler, sadece putin gelsin ortalığın anasını zksin demenize anlam veremiyorum. bu süreçten hükümet mi zarar görür, biz mi? onu düşünün. ha ille de putin reis derim inatla diyorsan, olur da savaş felan çıkarsa alnına putin bandı, eline de rusya bayrağı al, elinle de zafer işareti yaparak sırıta sırat taksim meydanında gez allahın öküzü!",3
"kimse kusura bakmasın ama adam çok büyük lider .",5
"abartılmış balon bir lider. sultanbeyli'ye gelse götünü keserler.",1
"antidemokrat olabilir despot olabilir, tek adam olabilir ama adam çok zeki ve vatanı için çalışıyor. kendi çıkarını düşünüp abd'ye yalakalık etmek yerine iktidardan düşünce cezalandırılma riskini göze alıp ülkesinin çıkarı uğruna abd ve ab'ye kafa tutacak kadar cesur. üstelik kimsenin inancına, yediğine, içtiğine, seviştiğine, sıçtığına karışmıyor. böyle diktatöre can kurban. zaten halk desteği %80. ruslar aptal mı ki basit bir diktatöre bu kadar destek çıksın yıllardır. yeltsin'in bıraktığı enkazdan muhteşem bir rusya yarattı. sadece ekonomik olarak değil dış politikadaki varlığını arttırıp ruslara sscb'nin eski yıllarındaki karizmasını yeniden kazandırdı. rusların özgüveni ve itibarı arttı onun sayesinde.biz yıllardır ermeni tasarısını geçirdi diye bazı ülkelere sözde boykot yaparız ama boykotun ambargonun milyonda bir etkisi olmaz aha bak rusya nasıl tek vücut olup akp türkiye'sine tavır aldı. işte ciddi ülke budur güçlü lider budur.",3
"iyi bir sporcudur.judo branşında ciddi başarıları olan öyle amatör falan değil uluslararası müsabakalara katılmış birisidir. 2012 de milli takım sporcuları londra'da altın madalya alınca koltuğunun altına alıp koçlarım benim diye fotoğraf çektirmiş bir liderdir.",4
"yedirmeyecegiz..",3
"2016 abd baskanlik secimlerine kadar borusunu otturecek sizofren. cumhuriyetciler yeniden iktidara gelince, moskova hatlarina geri cekilecek.",1
"ortadoğu'da islamcılıkla mücadele ediyormuş. hizbullah'la iran da benim müttefiğim herhalde.ışid'le savaşıyormuş. ama nedense uçakları rakka ya da deyr ez-zor'da değil de ışid'in olmadığı kızıldağ'da.teröre karşıymış. ukrayna'da düşürdüğü sivil malezya uçağına, kırım'ın işgalinden beri kaçırılan tatarlar'agözlerimizi kulaklarımızı kapatırsak tabii ki.ukrayna'da faşizme dur diyormuş. rus ve sırp faşistlerini kullanarak elbette.",3
"tıpkı erdoğan gibi, koltuk sevdalısı, gösteriş delisi, kendi zenginlerini yaratan ve onun gibi kendine demokrat olan çakma rus çarı!yönetimi döneminde hapse atılan ve öldürülen muhaliflerin haddi hesabı yok ve bazıları bu adama saygı duyuyor, trajikomik...hele bir de abd ve ab karşısında dik durdu diyorlar, o hamleleri yüzünden ekonomisini ne hale geldiğine bir bakmak lazım... putin yatsın kalksın yeraltından çıkarılan gaza ve madenlere dua etsin...",1
"abd gene yükselen rusya'ya afganistan'ı işgal ettirdiği gibi birşey yapmaya çalışıyor hadi hayırlısı bize girecekler gibi 5-6 seneye",3
"ya tamam putin gitsinde yerine kim gelecek. kilicdaroglu mu?bir kere onda liderlik vasfi yok.",3
"akıllı bir adam değildir.hala topraklarımı genişleteyim, kendime bağlı uydu devletler yaratayım derdinde. allah aşkına suriye gibi kendine hayrı olmayan bir devlet senin arka bahçen olsa ne olur olmasa ne olur. obama dahi abd'nin suriye'de hiçbir çıkarı olmadığını gördüğü için müdahale etmekte isteksiz kaldı.putin uyguladığı politikalarla batıdan ambargoyu yedi, abd'nin piyasayı petrol arzına boğmasından dolayı petrol 100 dolardan 40 dolara düştü, şu an 20 dolarlar konuşuluyor. rus ekonomisi her geçen gün kan kaybediyor.",1
"uzun olmasada gideri olan lider",4
"bizimkinden bir farkı yokmus, bu kadar duygusal kararlar vermesi imajını zedeledi bence, dağa zekice planlar olmalıydı. bende rusya' nin başında olsam gazı keser, turisti keser ve s300 yollardim. ee farkımız ne kaldı?",2
"putin hakkında zilyon tane olumsuz yazım vardır, arayan bulabilir. nedeni de basit zaten, yönetim tarzı olarak erdoğan'dan gram farkı yoktur. hala da farklı düşünmüyorum, putin ve rusya hakkındaki görüşlerim sabit.lakin, vakti zamanında burada putin'e düzülen övgüler son bi kaç gündür olumsuza dönüştü ya, işte ona gülüyorum hakikaten.bu kadar kolay manipüle edilebiliyorsunuz gerçekten. rte sizinle az bile oynuyor, ne diyelim.",3
"tamam serefsizin teki de bizi bu batakliga surukleyen it oglu itleri de unutmayacagiz. once icimizdeki serefsizleri sonra disimizdaki serefsizleri temizleyecegiz. son olarak da comarlari egitecegiz.ama nasil?",3
"beyaz prens beyaz tenliliginden oturu karizmatiktir.",5
"pr çalışmasına darbe alması sonucu, dumur olan şahsiyet. ortadoğunun yenifiravunu.ne demiştolstoy: insanın değeri kesirle ifade edilecek olsa, payı gerçek kişiliğini gösterir, paydasıda kendini ne zannettiğini, payda büyüdükçe kesrin değeri küçülür.",3
"(bkz:geldi yine tipini siktiğimin)neymiş bu ulusal bi davaymış da, bunun akp'si bilmem nesi olmazmış. vatan, memat falan filan. siktir git.bugün akp ile türk milletinin kaderini ortaklaştıran mal ile, 1939'da nazilerin kaderi ile alman halkının kaderini ortaklaştıran mal arasında zerre kadar fark yok.bütün ortadoğuyu ve ülkemi kana bulayan hırsız, katil, yalancı köpeklerle; ve ben her bombalandığımda bi oh çeken o hareketin şerefsiz kitlesiyle ortak hiç bi şeyim yok.putin faşist, putin emperyalist. ama 13 yıldır bana bu ülkeyi zindan eden kahpelerin de düşmanı.elin dert görmesin reyiz.",4
"ne olursa olsun başımızdakinden daha tutarlıdır. tehdit de etse boşa etmiyor. kin bile tutsa bir mantığı var.",5
"neredeyse bir senedir küçük rusya gibi bir yerde çalışıyorum. benim bigboss uzun yıllar rusyada kalmış hatta bir ara rus fahri konsolosu bile olmuş, henüz rusçayi cakamsam da bizim oraya gelen ruslar pek putin taraftarı değil hatta bizim patronun kankasi yazın kremlinin önünde öldürülen bir politikacının sadece putine rakip olduğu için kgb tarafindan öldürüldüğü söyleniyor.neyse bugün patrona sordum yani nedir durum valla putine çok pis laflar hazırlamış ama ikimizinde ortak aklı sevelim veya sevmeyelim vatansever bir insan olduğu.",4
"kendi ülkesinin sahip olduğu yeraltı zenginliği tayyip erdoğan'da olsa ve roller yer değiştirse rte onun kıçını keserdi, net.doğalgaza, petrole güvenip saçmalayan adam.",1
"vatansever bir insandır. aksini iddia edemez kimse.",5
"islamcılarla savaşıyor ve desteği hak ediyor demişler vatan hainlerimiz. ulan iran islam cumhuriyeti değil mi? anayasası şeriat değil mi? peki iran'ın bir numaralı müttefiki putin yani rusya değil mi? siz neyin kafasını yaşıyorsunuz olum? islamcılar mı dert olacak putin'e, aman ortadoğu islamcıların eline geçmesin, ortadoğu karanlığa batmasın diye mi düşünüyor sanıyorsunuz da putin'e desteğe devam diyebiliyorsunuz? adam ülkesinin çıkarı için yapıyor ne yapıyorsa. burada gelir islamcıları öldürür orda gider sarılır öpüşür. sizin gibi yavşak vatan hainleri de ülkesine karşı durur.şunları da eklemem gerek. iran şii olduğu için bir fark olduğu sanılmasın. mürtedi katlederler, oruç tutmayanı sopalarlar, hırsızın elini keserler. iran=ışid'dir. birbirine düşman gibi görünseler de bu mezhebin adının farklı olmasından. zihniyet birebir örtüşür. haa, youtube'da bir video altında okuduğum yorumda bir rus vatanseverine göre iran gerçek müslüman bile değildir yani rus dostluğunu hak eder ve pers olduğu için müttefik ve dosttur. suriye'de binlerce müslüman'ı öldürmek bunu cidden sorgulatıyor ancak bütün bunları bir kenara bırakırsak islamafobi'nin çıkmasını sağlayan ana unsurlarını oluşturan bütün uygulamalar dediğim gibi iran tarafından da şiddetle uygulanmaktadır. bu yüzden ışid'e terörist derken iran'ın kucağına oturmak tüm bu tavrın islamcılıkla mücadele için falan değil tamamen çıkar için döndüğünü ispatlıyor onursuz vatan hainleri.",1
"adam sosyal yaşantısında tam bir survivor. acun ne düşünüyosun?",3
"her istediğini yapabileceğini sanan uzunun slav ve teke tekte tek atan versiyonu.",2
"fan club'indan hazzetmedigim liderlerin basinda gelir. bu adami sevenler tek lider olayini seven, ozunde antidemokratik kimselerdir.",3
"joleli saci bozulmus liseli ergen gibi, ne yapacagini bilmiyor ve hareket ettikce boka sariyor.rte bununda psikolojisini bozdu..",1
"her ne kadar diktatör de olsa kendisini oturakli bir devlet adami zannederdim. süper güç sayilan bir ülkenin başkanı olarak savaş uçağının başka bir ülkenin hava sahasını ihlal etmesi sebebiyle dusurulmesi hadisesine verdiği ilk tepkileri kabile devletlerin baskanlari bile vermezdi, daha usturuplu davranirlardi. ülkeden çıkış yapan insani yardım tirlarini bombalamak ne demek oluyor? bir lider böyle bir karari hangi akılla verir. hadi bunu geçtim, tirlarda silah vardı vurdum dersin. kendi ulkesinde fuara gelen türk işadamlarıni tutuklayip üstüne bir de kasitli olarak ac susuz birakmak hangi büyük devlete yakisir. bu kararı sarhoş kafayla bile vermiş olsa kabul edilemez. atiyorum, iran hava sahasi ihlal edildigi gerekçesiyle fransa uçağını düşurse ertesi gun fransa'nin ülkede bulunan iranli isadamlarini tutuklayacagini dusunebilir misiniz? hollande böyle bir karar verse fransiz yargısı bunu yapar mi?bu adam turkiyeye saldirmayi eminim dusunmustur, ama sonuçlarını tam olarak kestiremediginden kezbana bağlamış ve saçma sapan kararlar veriyor. gurcistan'a ve ukrayna'ya gözünü kirpmadan saldiran bir adam bize de saldirirdi ama nato ülkesi olmamiz ruyalarina giriyor. biliyor ki abd gurcistanla ukraynayi bir yere yazdi, suriyeyi de kaybetmek uzere. turkiyeye doğrudan gelecek bir rus saldirisinda nato anlasmasi gereği turkiyenin savunmasını komple üstüne alabilir. ayrica nato hiç karışmasa bile türkiye ukrayna gibi kolay lokma olmaz, gotunden kan alabiliditesi var. bu adam bunlari düşündü, şimdilik beklemeye geçti. durumu mutlaka esitleyecek, bunu direkt saldirarak degil suriye sinirinda ""hava ihlali"" ayağına bir ucagimizi dusurerek ya da pkk'ya silah ve/veya istihbarat desteği vererek yapacak.",1
"dünyanın en azılı ""cihatçı""sı olan iran'la yediği içtiği ayrı gitmediği, sahada birlikte askeri operasyonlar yaptığı halde cihatçı düşmanı diye göklere çıkarılan çağ dışı diktatör.evet bir çok putin şakşakçısının gördüğünü ben de görüyorum. adam gerçekten de sinirlerine hakim olmakta güçlük çekiyor son üç gündür. hatta öfkesi giderek artıyor. zaten saat başı gelen son dakika haberlerine bakılırsa bu salaklar birbirlerini sürekli gaza getirip duruyor olmalılar. şunu da yasaklayalım, buna da ambargo koyalım felan. her dakika başka bir saçmalık. bunlar tipik küçük devlet tepkileri dediğimiz zaman da şakşakçılar başlıyor vay şu kadar uçak bu kadar balistik. la oğlum onları biz de biliyoruz vatan gazetesi bir kaç ayda bir foto-haber yapıyor zaten kimde ne kadar ne var diye. siktiğimin köylüsü höt zötle devlet yönetiyor diyoruz büyük bir devleti küçük bir akılla idare ediyor şu anda diyoruz.şu yaşadığımız krizde elbette mutlak haklı olan kendi vatanımdan yanayım ama herşeye rağmen olan biteni olabildiğince objektif olarak takip etmeye çalışıyorum. gördüğüm şey net olarak şu: tayyip putin'in bütün havasını sikip attı. süreci yönetmek konusunda iki lider arasında çok ciddi bir kalite farkı var. bakın göreceksiniz önümüzdeki günlerde putin daha zor günler yaşayacak. dilerim türkiye'ye yönelik askeri bir yanıt vermek gibi bir aptallık yapmaz ki maalesef beden dilinden böyle bir niyeti olduğu anlaşılıyor. işte o hataya düşerse liderlik kariyerinde ummadığı hezimetleri uluslararası alanda da yaşar ve ülkesine de yaşatabilir.umarım türkiye'nin ve dünyanın soğuk kanlı, yapıcı davet ve çağrılara kulak verir."
